text,label,source
date thursday january 24 2002 location the houstonian hotel orientation will be split into two sessions and divided by alpha order sessions will run 10am 1pm and 2pm 5pm we encourage all of you to attend your designated session as valuable information will be presented and you will have the opportunity to get answers to your questions you will need to bring your enron id card or drivers license you can speed things up tomorrow by filing in the attached forms alternatively you can complete them there tomorrow 10am session letters a k 2pm session letters l z registration will be outside of the juniper room bus transportation buses will depart from the java plaza area on the ground floor of the north building at first session second session 8 45am 9am 12 45pm 1pm,legitimate,enron
you have an important customer service announcement from premier call freephone 0800 542 0578 now,phishing,UCI_SMS
dude im no longer a pisces im an aquarius now,legitimate,UCI_SMS
r u over scratching it,legitimate,UCI_SMS
it s that time of the week again ryan,legitimate,UCI_SMS
get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 www ringtones co uk the original n best tones 3gbp network operator rates apply,phishing,UCI_SMS
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,phishing,UCI_SMS
thanks for forwarding mail to me i apologize for the inconvenience of this my current e mail address is sally beck enron com as suggested within the past few months by the technology group that all addresses use the long name however my e mail address prior to that was sbeck ect enron com that was printed on my business cards many of which are still in circulation i am sure when ect became ena i changed my e mail address to drop the ect reference and to use my long name rather than sbeck so i can see why you would receive my mail on occassion if someone is either making an educated guess on the address or referencing my old card since there are at least 2 sbeck s here have you thought about adopting use of your long name address rather than the shorter version to help in further differentiating between us that might help eliminate confusion going forward,legitimate,enron
todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award,phishing,UCI_SMS
dear how you are you ok,legitimate,UCI_SMS
great comedy cant stop laughing da,legitimate,UCI_SMS
09066362231 urgent your mobile no 07xxxxxxxxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362231 asap,phishing,UCI_SMS
loan for any purpose 500 75 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,phishing,UCI_SMS
please see if you can get this to print so that i get all of the info i tried it 100 times on friday and could only one page to print which did not include all of the information thanks need this today original message from heinrich brian sent friday may 4 2001 5 27 pm to beck sally cc apollo beth subject headcount for 1998 2001 sally the attached file shows the detail of plan headcount for december 31 1998 through 2001 the only number that i still have a question about is for egm december 2001 the number i have in the file only represents the people moving into networks from egm brent s group i left a message with tom myers to get the correct number i have also added the graphs that we discussed which show increase in headcount along with increase in deal counts if you have any questions let me know thanks brian,legitimate,enron
lol well quality aint bad at all so i aint complaining,legitimate,UCI_SMS
yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now 150p msg,phishing,UCI_SMS
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 1 50 sp tyrone,phishing,UCI_SMS
as one of our registered subscribers u can enter the draw 4 a 100 g b gift voucher by replying with enter to unsubscribe text stop,phishing,UCI_SMS
that means you got an a in epi she s fine she s here now,legitimate,UCI_SMS
3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 1 50 each,phishing,UCI_SMS
yup but not studying surfing lor i m in e lazy mode today,legitimate,UCI_SMS
from www applausestore com monthlysubscription 50p msg max6 month t csc web age16 2stop txt stop,phishing,UCI_SMS
no just send to you bec you in temple na,legitimate,UCI_SMS
you can donate 2 50 to unicef s asian tsunami disaster support fund by texting donate to 864233 2 50 will be added to your next bill,phishing,UCI_SMS
i guess i heard some news today i spoke with fernley and cassandra we will no doubt speak next week when you re over i will tallk to jo tonight my initial thoughts were wow i guess i need to digest the situation i must say a really big thank you for the massive part you have obviously played in getting the opportunity this far i think i ll need a beer tonight my stomach has been knotted all afternoon b,legitimate,enron
yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,legitimate,UCI_SMS
sports fans get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216 norm 4txt 120p,phishing,UCI_SMS
4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt,phishing,UCI_SMS
hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10p min to stop texts call 08712460324 10p min,phishing,UCI_SMS
free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,phishing,UCI_SMS
rock yr chik get 100 s of filthy films xxx pics on yr phone now rply filth to 69669 saristar ltd e14 9yt 08701752560 450p per 5 days stop2 cancel,phishing,UCI_SMS
freemsg today s the day if you are ready i m horny live in your town i love sex fun games netcollex ltd 08700621170150p per msg reply stop to end,phishing,UCI_SMS
ya when are taking ure practical lessons i start in june,legitimate,UCI_SMS
good idea is there a way to monitor usage of this folder is insure that everyone has read and complied with your message from beth apollo enron enronxgate on 04 10 2001 08 52 am to shona wilson na enron enron jeffrey c gossett hou ect ect stacey w white hou ect ect d todd hall enron enronxgate sheri thomas hou ect ect brenda f herod enron enronxgate john j boudreaux us arthurandersen com smtp enronxgate john vickers us arthurandersen com smtp enronxgate kate agnew us arthurandersen com smtp enronxgate jennifer stevenson us arthurandersen com smtp enronxgate cc sally beck hou ect ect tom bauer us arthurandersen com smtp enronxgate georgeanne hodges enron enronxgate vanessa schulte enron enronxgate bob m hall na enron enron leslie reeves hou ect ect brent a price enron enronxgate subject confidential folder to safely pass information to arthur andersen we have become increasingly concerned about confidential information dpr position info curves validations stress tests etc being passed to arthur andersen for audit purposes over the web to their arthur andersen email addresses necessary now they no longer have access to enron s internal email system please use the folder described below when passing any info that you would have concerns about if it was picked up by a third party via the shared drive that has been set up for this specific purpose note aa should also use the shared drive to pass info back if there are questions or the data needs updating we should also consider the sensitivity of audit findings and special presentations if they are being distributed electronically please pass this note to others in your groups who have the need to pass info back and forth details on how to access for those who will use this method to pass info a secured folder has been set up on the o drive under corporate called arthur andersen o corporate arthur anderson please post all confidential files in this folder rather than emailing the files to their company email address if you need access to this folder submit an erequest through the it central site arthur andersen will be able to retrieve these files for review with their terminal server access at the three allen center location please contact vanessa schulte if you have any problems or questions beth apollo,legitimate,enron
ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of 2000 cash 18 only to opt out txt x to 07786200117,phishing,UCI_SMS
fyi forwarded by william s bradford hou ect on 12 11 2000 01 47 pm from debbie r brackett 12 11 2000 02 42 pm to shona wilson na enron enron chris abel hou ect ect cc jeffrey c gossett hou ect ect kathy reeves cal ect ect leslie reeves hou ect ect stacey w white hou ect ect martha stevens hou ect ect michelle bruce hou ect ect scott earnest hou ect ect michael e moscoso hou ect ect brenda f herod hou ect ect james new lon ect ect andrew cornfield lon ect ect kim s theriot hou ect ect william s bradford hou ect ect subject deals booked to new counterparty the attached file represents deals booked to new counterparty as of close of business december 8 in order to correctly report and manage credit exposure these deals need to be rebooked to reflect the actual counterparty on the transaction please forward this to the appropriate person within your organization who can rebook the deals to the proper counterparty or call me at x35856 if you have questions thanks debbie,legitimate,enron
watch for her call ask her to send me a resume to review and set up a meeting when convenient thanks forwarded by sally beck hou ect on 02 02 2001 09 48 am paula rieker enron 02 01 2001 03 59 pm to sally beck hou ect ect cc subject candidate sally i had a chance to meet with norma tidrow today norma is currently the corp secy at azurix i worked closely with her in the international business and have a very high regard for her work norma s background is as a senior legal specialist she has advanced to a director level at azx i believe she would be a very strong candidate for the right job within enron she is a very quick learner and her documentation and process oriented skills are exceptional pls expect a call from her to discuss opportunities thanks for your consideration paula,legitimate,enron
500 free text msgs just text ok to 80488 and we ll credit your account,phishing,UCI_SMS
interflora it s not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,phishing,UCI_SMS
if you ask her or she say any please message,legitimate,UCI_SMS
5p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,phishing,UCI_SMS
sms services for your inclusive text credits pls goto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220 cm2 9ae,phishing,UCI_SMS
hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get seperated ud evening,legitimate,UCI_SMS
urgent this is the 2nd attempt to contact u u have won 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary max 7 50,phishing,UCI_SMS
if he started searching he will get job in few days he have great potential and talent,legitimate,UCI_SMS
forwarded from 448712404000 please call 08712404000 immediately as there is an urgent message waiting for you,phishing,UCI_SMS
you have 1 new message please call 08715205273,phishing,UCI_SMS
private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,phishing,UCI_SMS
x2 lt gt are you going to get that,legitimate,UCI_SMS
well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins,phishing,UCI_SMS
i will meet with kim this afternoon on her comments on confirmlogic bottom line no sign off from kim at this point thought you might want to know sally forwarded by sally beck hou ect on 04 18 2001 08 56 am kim s theriot 04 17 2001 10 58 pm to leslie reeves hou ect ect cc sally beck hou ect ect subject update on confirmlogic i wanted to give you a quick update on confirmlogic testing was done last week on the confirmlogic module on thursday we discussed with kathryn cordes and the confirmlogic it team the items that we had found that were show stoppers as far as releasing the product for beta testing some of the major items found were the inability to properly handle basis swaps for gas and inability to display meaningful index references for power they were pulling in a code rather than a description of the index the team worked on the fixes and migrated the code last night today during testing they found that the new code had actually caused problems with the fixed price and volume information which was working previously i talked to kathryn and she said that the were rebuilding the code she said that someone had tested the fix last night and everything worked fine we plan more testing in the morning they are doing a high level demo this thursday for beta customers just to introduce the module they were planning on having more extensive beta demos for each client starting next week but realize that those may have to postponed further we have told them that we would not sign off for beta testing until we were comfortable that the items that we identified were working we need consistent stable days of testing before i will feel comfortable overall we like the new streamlined version of the screens and feel that it will be a good product if they can work out the data display issues call with any questions kim theriot,legitimate,enron
no da vijay going to talk in jaya tv,legitimate,UCI_SMS
i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,legitimate,UCI_SMS
are you aware or should you be aware of this there are several issues with this the main one being that we get the biggest bang for our gives to ibm it seems the way this is set up ibm will piecemeal us and get a lot of work without a significant get for enron ie an outsourcing or a bandwidth or other deal are there it and process issues is sally involved maybe they are self contained and none of this is anyone s business i would like your thoughts forwarded by john echols enron communications on 05 30 00 07 01 am jim crowder 05 29 00 12 22 pm to rich thomas enron communications enron communications cc brad nebergall enron communications enron communications john echols enron communications enron communications subject re ibm india guys we need to get our arms around this one john ibm india is calling on sanjay s team in india re outsourcing design and operation of data centers in india i want to make sure that we add this to ibm s get list coordination with india has not been easy joe and ken are asking us to get a handle on this rich thomas is helping to coordinate communication with india rich is managing the overall ibm relationship rich could you please get john up to speed on this opportunity john will be helping brad and i in the ibm negotiation he will be managing enron s gives to ibm jim rich thomas 05 17 00 06 41 am to jim crowder enron communications enron communications cc subject ibm india atul sent along this note i was not able to contact him last night this is a quick summary looks like things are moving along rapidly i can call him later on to get details if you need more rich rich thomas director strategic alliances enron broadband services mobile 713 419 7456 desk 713 345 8318 fax 713 853 7354 150 character pager msg 7134197456 text houstoncellular net forwarded by rich thomas enron communications on 05 17 00 08 41 am atul davda enron development 05 16 00 08 57 am to rich thomas enron communications enron communications enron cc subject ibm india rich i just wanted to get synched up on ibm sanjay bhatnagar said that joe hirko said that we should coordinate is there anyone else there that should be involved in an update should jim crowder be updated sorry i missed your conference call forwarded by rich thomas enron communications on 05 17 00 08 41 am atul davda enron development 05 16 00 11 13 pm to mark gandy enron communications enron communications enron cc rich thomas enron communications enron communications enron sanjay bhatnagar enron development enron development subject re ibm mark thanks for the e mail concerning ibm we have had two meetings during these two meetings the following terms were discussed ibm to help ene to design project manage and build data center for some price ene to outsource d c operations to ibm for some price for some duration ibm does not resell or operate commercial data centers in india for same duration as in bullet 2 ibm leases hw to ene charges commence when customer revenues are realized by ene for each contract ibm brings existing customers to d c in india ene has ability to resell ibm services and ibm to resell ene services ene has ability to resell buy co location space in ibm data centers outside of india ibm ene agree to discuss ibm deploying ene streaming media services and enter into an agreement by which ibm resells channels ene streaming products ibm is to produce a rough set of figures on operations and build out by may 18 three weeks later they are to produce a set of refined costs master agreement is to be signed by may 22nd final agreement is to be signed by june 9 on the subject of network and fiber build we are moving forward with the mseb bid presentations to india rac are being prepared hope this helps mark gandy enron communications 05 16 2000 04 43 pm to atul davda enron development enron development cc subject ibm atul rich thomas is going to contact you early this morning to discuss progress with ibm if you have time before he calls to pull together an e mail with a quick brain dump on the progress that includes any data center network fiber build etc discussions it would be appreciated thanks mark gandy strategic alliances enron broadband services inc office 713 853 7623 mobile 713 598 6295 mark gandy enron net,legitimate,enron
daddy will take good care of you,legitimate,UCI_SMS
win a year supply of cds 4 a store of ur choice worth 500 enter our 100 weekly draw txt music to 87066 ts cs www ldew com subs16 1win150ppmx3,phishing,UCI_SMS
traveling to have a business meeting takes the fun out of the trip especially if you have to prepare a presentation i would suggest holding the business plan meetings here then take a trip without any formal business meetings i would even try and get some honest opinions on whether a trip is even desired or necessary as far as the business meetings i think it would be more productive to try and stimulate discussions across the different groups about what is working and what is not too often the presenter speaks and the others are quiet just waiting for their turn the meetings might be better if held in a round table discussion format my suggestion for where to go is austin play golf and rent a ski boat and jet ski s flying somewhere takes too much time,legitimate,enron
as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call 09066368470,phishing,UCI_SMS
am on a train back from northampton so i m afraid not,legitimate,UCI_SMS
sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb pocketbabe co uk 4 more pics 16 3 wk 087016248,phishing,UCI_SMS
seriously tell her those exact words right now,legitimate,UCI_SMS
theoretically yeah he could be able to come,legitimate,UCI_SMS
you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18,phishing,UCI_SMS
buried with shankman today i will e mail you tomorrow from barry pearce enron communications on 06 07 2000 01 49 pm to sally beck hou ect ect cc subject any luck,legitimate,enron
my tuition is at 330 hm we go for the 1120 to 1205 one do you mind,legitimate,UCI_SMS
watching cartoon listening music amp at eve had to go temple amp church what about u,legitimate,UCI_SMS
december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on 08002986906,phishing,UCI_SMS
eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,legitimate,UCI_SMS
moby pub quiz win a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277 unsub stop 1 50 008704050406 sp arrow,phishing,UCI_SMS
but your brother transfered only lt gt lt gt pa,legitimate,UCI_SMS
many more happy returns of the day i wish you happy birthday,legitimate,UCI_SMS
update now 12mths half price orange line rental 400mins call mobileupd8 on 08000839402 or call2optout j5q,phishing,UCI_SMS
shop till u drop is it you either 10k 5k 500 cash or 100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,phishing,UCI_SMS
good morning princess how are you,legitimate,UCI_SMS
sure it works i just need to schedule the nanny to stay late i will ask her this evening which night she can stay would be fun to see you both i saw a lot of brent the last time he was here but haven t seen you in a while i will call or email you tomorrow with a definite b enron capital trade resources corp from sally beck 14 03 2000 14 37 to beth apollo lon ect ect cc brent a price hou ect ect subject dinner next week brent price and i will be in the london office next week wanted to see if you frank and mo might be available for dinner one evening we arrive on monday morning march 20th and will return to houston on friday morning our tuesday night is booked having dinner with fernley but monday wednesday and thursday are available does it work for you with the baby to do evenings let me know,legitimate,enron
sorry to trouble u again can buy 4d for my dad again 1405 1680 1843 all 2 big 1 small sat n sun thanx,legitimate,UCI_SMS
dont think you need yellow card for uk travel ask someone that has gone before if you do its just lt gt bucks,legitimate,UCI_SMS
call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access,phishing,UCI_SMS
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent 150p16,phishing,UCI_SMS
we should definitely bring him in for an interview from lexi elliott 02 09 2001 09 04 am to richard causey corp enron enron cc mark e lindsey gpgfin enron enron mike deville hou ect ect sally beck hou ect ect subject summer internship this candidate is currently working in houston since our schedules are full on campus it would be very easy to bring him in house for interviews please let me know if you are interested thank you lexi forwarded by lexi elliott na enron on 02 09 2001 09 09 am judd eisenberg judde mail utexas edu on 02 06 2001 01 11 05 am to lexi elliott enron com cc subject summer internship lexi elliot hi my name is judd eisenberg and i am a business student at the university of texas who is seeking the summer analyst internship at enron i received an opportunity to meet you at a reception dinner that enron hosted last semester in austin i have always been intrigued with the analyst and associate rotational programs that enron offers the courses i take in school accounting and particularly finance my extensive job experience and my leadership positions have provided me with valuable skills for the summer analyst position i have a good friend at ut who will start working full time for enron in the it division in a few months and i know he is truly looking forward to the challenges and opportunities that enron provides because i am currently interning with pricewaterhousecoopers in houston i am not able to go through the recruiting process at the university i am sending an attachment of my resume in this e mail since i am going to be in houston until mid march please e mail me if there are any openings for the position i am seeking or if you have any questions i look forward to hearing from you soon thanks judd eisenberg job resume00 01 rtf,legitimate,enron
sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs 150p inc vat 2 cancel text stop,phishing,UCI_SMS
great to hear you are settling well so what s happenin wit ola,legitimate,UCI_SMS
someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p,phishing,UCI_SMS
my details to ted forwarded by sally beck hou ect on 10 18 2000 10 40 pm enron north america corp from sally beck 10 18 2000 10 20 pm to ted murphy hou ect ect cc subject speaking engagement on october 23 thanks in advance for agreeing to speak at the global operations controller forum there will be approximately 30 enron business controllers present at the meeting all have responsibility for mid and back office operations for the following enron entities enron north america enron europe enron south america enron global markets enron industrial markets enron broadband services and enron energy services attendees will be here from houston calgary tokyo sydney london and new york metals business maybe attached for your reference is the agenda there may be some slight changes before the forum begins but this will give you a good idea of the topics to be covered and the other speakers who will address the group you are scheduled to address the group as follows date monday october 23 2000 time 3 30 pm place the warwick hotel the versailles room 12th floor 5701 main street houston tx 77005 i have noted that your topic will be assessing measuring and managing market risk any references that you could make to the importance of information flow between rac and operations would be great to cover feel free to offer up a challenge to the group i hope that you will be able to join us for the tour of enron field and for dinner at ruggles center field terrace on monday evening the tour is at 6 00 and dinner is at 7 00,legitimate,enron
infact happy new year how are you where are you when are we seeing,legitimate,UCI_SMS
tone club your subs has now expired 2 re sub reply monoc 4 monos or polyc 4 polys 1 weekly 150p per week txt stop 2 stop this msg free stream 0871212025016,phishing,UCI_SMS
urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,phishing,UCI_SMS
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,phishing,UCI_SMS
ditto and you won t have to worry about me saying anything to you anymore like i said last night you do whatever you want and i ll do the same peace,legitimate,UCI_SMS
yavnt tried yet and never played original either,legitimate,UCI_SMS
yeah probably i still gotta check out with leo,legitimate,UCI_SMS
someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,phishing,UCI_SMS
traveling to have a business meeting takes the fun out of the trip especially if you have to prepare a presentation i would suggest holding the business plan meetings here then take a trip without any formal business meetings i would even try and get some honest opinions on whether a trip is even desired or necessary as far as the business meetings i think it would be more productive to try and stimulate discussions across the different groups about what is working and what is not too often the presenter speaks and the others are quiet just waiting for their turn the meetings might be better if held in a round table discussion format my suggestion for where to go is austin play golf and rent a ski boat and jet ski s flying somewhere takes too much time,legitimate,enron
urgent important information for o2 user today is your lucky day 2 find out why log onto there is a fantastic surprise awaiting for you,phishing,UCI_SMS
i m reaching home in 5 min,legitimate,UCI_SMS
ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16 1 50perwksub,phishing,UCI_SMS
645,legitimate,UCI_SMS
nokia phone is lovly,legitimate,UCI_SMS
urgent call 09066649731from landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18,phishing,UCI_SMS
up to you and anthony we have already done a meeting in 3ac today at 11 15 we had not been provided info that anthony had anyone in 3ac we had a meeting this morning during which we reviewed floor meeting plans i don t think that anthony was able to attend your options are to bring them over to ecn 14 at 1 30 or to have them attend a meeting at 1 00 in 2 allen center 12 th floor in the forum a meeting room on that floor i will be conducting that floor meeting at 1 00 for enw employees in 2 allen center it is allan sommers isc group sally original message from lapsley carol sent monday november 12 2001 11 45 am to beck sally cc valdez christina subject greg piper floor meeting dayao s 3ac employees included sally hello i am carol lapsley anthony dayao s assistant i understand mr piper is having a floor meeting at 1 30p today and anthony s 11th floor employees are invited to attend what shall we tell his team approximately 80 people who reside in three allen center should they join the rest of us at 1 30p on the 14th floor or will a separate session be planned for 3ac many thanks,legitimate,enron
had your mobile 11mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 on freefone 08000839402 or 2stoptxt,phishing,UCI_SMS
just normal only here,legitimate,UCI_SMS
1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia 150p poly 200p 16,phishing,UCI_SMS
dear ut team good news and bad i just received notice that melanie sandoval will be declining our offer although we offered more money he has chosen to accept with neiman marcus in dallas however ali ahmed will be accepting our offer he is expected to start once his practical training authorization becomes effective in february please call and congratulate him 512 469 9105 or aliahmed mail utexas edu he will be out of the country tomorrow through january 7 happy holidays lexi 3 4585,legitimate,enron
todays voda numbers ending with 7634 are selected to receive a 350 reward if you have a match please call 08712300220 quoting claim code 7684 standard rates apply,phishing,UCI_SMS
urgent your mobile no 07xxxxxxxxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362231 asap box97n7qp 150ppm,phishing,UCI_SMS
summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804,phishing,UCI_SMS
this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs 150p 18 only,phishing,UCI_SMS
shona i printed 12 4 consolidated report for sally it is again very small any possibility that you can change format to enlarge very large margins i can go in every time reformat but it seems a waste of time to do every time when you can just change your template once pt enron north america corp from shona wilson enron 12 05 2000 05 42 pm to leslie reeves hou ect ect mike jordan lon ect ect james new lon ect ect peggy hedstrom cal ect ect cc kelly tisman enron development enron development mike perun na enron enron jefferson d sorenson hou ect ect sally beck hou ect ect brent a price hou ect ect christy lobusch hou ees ees subject global standards needs assessment here is the draft of the needs assessment for global standards please give me your input kelly is devoting 100 of her time to putting together an access database to report these standards also here is a consolidated view of a01 for 12 04 thanks shona,legitimate,enron
forwarded by sally beck hou ect on 11 10 2000 01 43 pm bob m hall enron 11 10 2000 10 27 am to sally beck hou ect ect cc subject hpl list attached is the list we supplied to fran i will call with the ones that have moved on thanks bob,legitimate,enron
happy wednesday i have three solid candidates who are completing assignments and are immediately available to start on monday i would be remiss if i did not share their backgrounds with you in the hope that they will also be an asset to your team haywood miller is a senior accounting assistant wrapping up an assignment at dynegy this friday and is available on monday haywood has a comprehensive accounting background which includes both a p a r and over twenty five years of successful accounting experience he enjoys challenging projects where he can utilize his extensive experience and solid software skills access as 400 excel michaele harmon is a entry level accountant with a bachelors in finance her experience includes responsibilities for both accounts payable accounts receivable assisting with month end closings and general ledger account reconciliation she also has solid excel skills and a very strong work ethic she too is available to begin a new assignment on monday w huckabee is a senior accountant who recently registered with us he has a been a controller cash manager at a small company where his responsibilities have included settlement accounting financial reporting for investor compliance cash management for daily position and budgeting in addition to his bachelor s he also has his master s in accounting furthermore he has solid software skills and is immediately available for a challenging opportunity because our candidates are in high demand please respond quickly as they will not be available more than 24 hours plus i plan for each of them to begin a new project on monday thank you so much and i look forward to your prompt reply akwete d hines accountemps houston downtown staffing manager phone 713 658 1772 fax 713 658 1771 akwete hines accountemps com persistence is what makes the impossible possible the possible likely and the likely definite robert half fortune magazine lists robert half international as most admired company see article at,legitimate,enron
urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893,phishing,UCI_SMS
i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,legitimate,UCI_SMS
here is your discount code rp176781 to stop further messages reply stop www regalportfolio co uk customer services 08717205546,phishing,UCI_SMS
you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,phishing,UCI_SMS
got your most recent message your observation is correct that the enron americas staff member on shawn s team has not been involved to date with doorstep reviews or planning although shawn made an offer to michelle some time ago there was a long lead time for her arrival she did not start with the company until after thanksgiving since she started a couple of weeks ago wes and i have asked her to look into several specific findings from the most aa internal audit projects and to work with our staffs to provide some solutions to issues that were raised there simply has not been the time to date to expose her to doorstep after shawn and i meet see below i will briefly summarize for you the roles that all groups will play in the doorstep review process before we move forward i want to be sure that all parties agree on the purpose methodology participants and execution plan for this on going project forwarded by sally beck hou ect on 12 15 2000 07 18 pm enron north america corp from sally beck 12 15 2000 07 18 pm to shawn kilchrist na enron cc patti thompson hou ect ect subject plans for 2001 doorstep reviews i understand from shona that you and she have discussed the plans for doorstep reviews in 2001 i am asking via this note for my assistant to set up a meeting for the two of us to spend some time reviewing the timeline methodology and the involvement of rac andersen operations and your team i will be on vacation the week of december 18 i will be working the week between christmas and new year s so if you are in the office we can plan on getting together that week,legitimate,enron
hey gals anyone of u going down to e driving centre tmr,legitimate,UCI_SMS
i hope that the two of you received a copy of this although jennifer s message doesn t mention it i assume also that she reviewed the findings with you forwarded by sally beck hou ect on 12 27 99 11 28 am jennifer stevenson enron 12 20 99 09 31 am to sally beck hou ect ect wanda curry hou ect ect ted murphy hou ect ect cc james j brown aa corp enron enron thomas bauer aa corp enron enron john sorrells aa corp enron enron subject east power review resutls attached are the results of our east power review although some of the identified areas for improvement are outside the responsibility of east power we wanted to bring these items to the attention of management for their consideration there is no planned monthly audit meeting to discuss this report as we have done in the past therefore if you have any questions or comments and would like to set up a meeting with either of us please feel free to contact us thank you,legitimate,enron
six chances to win cash from 100 to 20 000 pounds txt csh11 and send to 87575 cost 150p day 6days 16 tsandcs apply reply hl 4 info,phishing,UCI_SMS
sms ac sun0819 posts hello you seem cool wanted to say hi hi stop send stop to 62468,phishing,UCI_SMS
ringtoneking 84484,phishing,UCI_SMS
the missing attachment please note that these are the controls primarily associated with the middle office forwarded by mike jordan lon ect on 15 06 2000 13 40 mike jordan 15 06 2000 13 34 to john sherriff lon ect ect steve w young lon ect ect fernley dyson lon ect ect brent a price hou ect ect cc ted murphy hou ect ect subject doorstep meeting additional action steps from our meeting yesterday i noted the following additional action steps not recorded within report immediate define a summary of fundamental controls on one page that can be reviewed on a cross functional basis commercial commercial support and rac the execute control and review functions timetable draft summary schedule done separately get business controllers and rac management to rate each business by control point red amber or green by next thursday and arrange joint meetings with commercial on businesses that have a poor assessment or significantly different assessments action mike jordan and steve young others as soon as possible follow up on status of investment required for weather business in oslo action mike jordan investigate reporting of trades not captured on trade date within dpr on a daily basis action mike jordan establish accountability for existing process for creating authorised trader list action steve young change process for publishing authorisation list placing it on commercial bulleting board and reference location within dpr action mike jordan generate an update of status re master isda action steve young and investigate possibility of flagging this status within gcp action mike jordan determine current eol straight through process rate stp across bridges to risk management systems action mike jordan define summary information on coal p p etc businesses for inclusion in dpr for supervisory review by john regards mike,legitimate,enron
u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,phishing,UCI_SMS
so how s the weather over there,legitimate,UCI_SMS
free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3x 150pw to e nd txt stop,phishing,UCI_SMS
